project,commit_id,CWE,CVE,bug_info,commit_url,repo_url
memcached,87c1cf0f20be20608d3becf854e9cf0910f4ad32,CWE-287,CVE-2013-7239,,https://github.com/memcached/memcached/commit/87c1cf0f20be20608d3becf854e9cf0910f4ad32,https://github.com/memcached/memcached.git
openssl,3462896,CWE-310,CVE-2013-6450,,http://git.openssl.org/gitweb/?p=openssl.git;a=commitdiff;h=3462896,http://git.openssl.org/gitweb/?p=openssl.git
openssl,a6c62f0,CWE-310,CVE-2013-6450,,http://git.openssl.org/gitweb/?p=openssl.git;a=commitdiff;h=a6c62f0,http://git.openssl.org/gitweb/?p=openssl.git
openssl,197e0ea817ad64820789d86711d55ff50d71f631,CWE-20,CVE-2013-4353,,http://git.openssl.org/gitweb/?p=openssl.git;a=commitdiff;h=197e0ea817ad64820789d86711d55ff50d71f631,http://git.openssl.org/gitweb/?p=openssl.git
openssl,ee2ffc2,CWE-20,CVE-2013-4353,,http://git.openssl.org/gitweb/?p=openssl.git;a=commitdiff;h=ee2ffc2,http://git.openssl.org/gitweb/?p=openssl.git
mongo,6889d1658136c753998b4a408dc8d1a3ec28e3b9,CWE-20,CVE-2012-6619,,https://github.com/mongodb/mongo/commit/6889d1658136c753998b4a408dc8d1a3ec28e3b9,https://github.com/mongodb/mongo.git
mongo,f9817a6cf64bdba8e1e1cef30a798110df746b58,CWE-20,CVE-2012-6619,,https://github.com/mongodb/mongo/commit/f9817a6cf64bdba8e1e1cef30a798110df746b58,https://github.com/mongodb/mongo.git
memcached,fbe823d9a61b5149cd6e3b5e17bd28dd3b8dd760,CWE-119,CVE-2013-7291,,https://github.com/memcached/memcached/commit/fbe823d9a61b5149cd6e3b5e17bd28dd3b8dd760,https://github.com/memcached/memcached.git
libreswan,2899351224fe2940aec37d7656e1e392c0fe07f0,CWE-20,CVE-2013-7294,,https://github.com/libreswan/libreswan/commit/2899351224fe2940aec37d7656e1e392c0fe07f0,https://github.com/libreswan/libreswan.git
cxxtools,142bb2589dc184709857c08c1e10570947c444e3,CWE-399,CVE-2013-7298,,https://github.com/maekitalo/cxxtools/commit/142bb2589dc184709857c08c1e10570947c444e3,https://github.com/maekitalo/cxxtools.git
tntnet,9bd3b14042e12d84f39ea9f55731705ba516f525,CWE-200,CVE-2013-7299,,https://github.com/maekitalo/tntnet/commit/9bd3b14042e12d84f39ea9f55731705ba516f525,https://github.com/maekitalo/tntnet.git
tntnet,9d1a859e28b78bfbf769689454b529ac7709dee4,CWE-200,CVE-2013-7299,,https://github.com/maekitalo/tntnet/commit/9d1a859e28b78bfbf769689454b529ac7709dee4,https://github.com/maekitalo/tntnet.git
mupdf,60dabde18d7fe12b19da8b509bdfee9cc886aafc,CWE-119,CVE-2014-2013,,http://git.ghostscript.com/?p=mupdf.git;a=commitdiff;h=60dabde18d7fe12b19da8b509bdfee9cc886aafc,http://git.ghostscript.com/?p=mupdf.git
php-src,37da90248deb2188e8ee50e4753ad6340679b425,CWE-119,CVE-2009-0689,,http://git.php.net/?p=php-src.git;a=commitdiff;h=37da90248deb2188e8ee50e4753ad6340679b425,http://git.php.net/?p=php-src.git
mumble,850649234d11685145193a59d72d98429e4f9ba7,CWE-119,CVE-2014-0044,,https://github.com/mumble-voip/mumble/commit/850649234d11685145193a59d72d98429e4f9ba7,https://github.com/mumble-voip/mumble.git
mumble,d3be3d7b96a5130e4b20f23e327b040ea4d0b079,CWE-189,CVE-2014-0045,,https://github.com/mumble-voip/mumble/commit/d3be3d7b96a5130e4b20f23e327b040ea4d0b079,https://github.com/mumble-voip/mumble.git
linux,f78146b0f,CWE-120,CVE-2014-0049,,http://git.kernel.org/cgit/linux/kernel/git/torvalds/linux.git/commit/?id=f78146b0f,http://git.kernel.org/cgit/linux/kernel/git/torvalds/linux.git
cinnamon-screensaver,da7af55f1fa966c52e15cc288d4f8928eca8cc9f,CWE-284,CVE-2014-1949,,https://github.com/mtwebster/cinnamon-screensaver/commit/da7af55f1fa966c52e15cc288d4f8928eca8cc9f,https://github.com/mtwebster/cinnamon-screensaver.git
php-src,8f4a5373bb71590352fd934028d6dde5bc18530b,CWE-189,CVE-2013-7226,,http://git.php.net/?p=php-src.git;a=commitdiff;h=8f4a5373bb71590352fd934028d6dde5bc18530b,http://git.php.net/?p=php-src.git
php-src,af09d8b96a8aacdd7d738fec81b695c1c58368f7,CWE-189,CVE-2013-7226,,http://git.php.net/?p=php-src.git;a=commitdiff;h=af09d8b96a8aacdd7d738fec81b695c1c58368f7,http://git.php.net/?p=php-src.git
postgres,fea164a72a7bfd50d77ba5fb418d357f8f2bb7d0,CWE-264,CVE-2014-0060,,https://github.com/postgres/postgres/commit/fea164a72a7bfd50d77ba5fb418d357f8f2bb7d0,https://github.com/postgres/postgres.git
postgres,537cbd35c893e67a63c59bc636c3e888bd228bc7,CWE-264,CVE-2014-0061,,https://github.com/postgres/postgres/commit/537cbd35c893e67a63c59bc636c3e888bd228bc7,https://github.com/postgres/postgres.git
postgres,5f173040e324f6c2eebb90d86cf1b0cdb5890f0a,CWE-362,CVE-2014-0062,,https://github.com/postgres/postgres/commit/5f173040e324f6c2eebb90d86cf1b0cdb5890f0a,https://github.com/postgres/postgres.git
postgres,01824385aead50e557ca1af28640460fa9877d51,CWE-119,CVE-2014-0065,,https://github.com/postgres/postgres/commit/01824385aead50e557ca1af28640460fa9877d51,https://github.com/postgres/postgres.git
file,3c081560c23f20b2985c285338b52c7aae9fdb0f,CWE-755,CVE-2014-1943,,https://github.com/file/file/commit/3c081560c23f20b2985c285338b52c7aae9fdb0f,https://github.com/file/file.git
file,cc9e74dfeca5265ad725acc926ef0b8d2a18ee70,CWE-755,CVE-2014-1943,,https://github.com/file/file/commit/cc9e74dfeca5265ad725acc926ef0b8d2a18ee70,https://github.com/file/file.git
file,4afb9b168906f117e32a11367761cd50fe9d4abe,CWE-755,CVE-2014-1943,,https://github.com/file/file/commit/4afb9b168906f117e32a11367761cd50fe9d4abe,https://github.com/file/file.git
php-src,89f864c,CWE-755,CVE-2014-1943,,http://git.php.net/?p=php-src.git;a=commitdiff;h=89f864c,http://git.php.net/?p=php-src.git
php-src,10eb007,CWE-755,CVE-2014-1943,,http://git.php.net/?p=php-src.git;a=commitdiff;h=10eb007,http://git.php.net/?p=php-src.git
file,c0c0032b9e9eb57b91fefef905a3b018bab492d9,CWE-755,CVE-2014-1943,,https://github.com/glensc/file/commit/c0c0032b9e9eb57b91fefef905a3b018bab492d9,https://github.com/glensc/file.git
qemu,98f93ddd84800f207889491e0b5d851386b459cf,CWE-119,CVE-2013-4149,,http://git.qemu.org/?p=qemu.git;a=commit;h=98f93ddd84800f207889491e0b5d851386b459cf,http://git.qemu.org/?p=qemu.git
qemu,eea750a5623ddac7a61982eec8f1c93481857578,CWE-119,CVE-2013-4150,,http://git.qemu.org/?p=qemu.git;a=commit;h=eea750a5623ddac7a61982eec8f1c93481857578,http://git.qemu.org/?p=qemu.git
qemu,cc45995294b92d95319b4782750a3580cabdbc0c,CWE-94,CVE-2013-4151,,http://git.qemu.org/?p=qemu.git;a=commit;h=cc45995294b92d95319b4782750a3580cabdbc0c,http://git.qemu.org/?p=qemu.git
qemu,d2ef4b61fe6d33d2a5dcf100a9b9440de341ad62,CWE-119,CVE-2013-4531,,http://git.qemu.org/?p=qemu.git;a=commit;h=d2ef4b61fe6d33d2a5dcf100a9b9440de341ad62,http://git.qemu.org/?p=qemu.git
qemu,4b53c2c72cb5541cf394033b528a6fe2a86c0ac1,CWE-94,CVE-2013-6399,,http://git.qemu.org/?p=qemu.git;a=commit;h=4b53c2c72cb5541cf394033b528a6fe2a86c0ac1,http://git.qemu.org/?p=qemu.git
qemu,3c3ce981423e0d6c18af82ee62f1850c2cda5976,CWE-119,CVE-2013-4542,,http://git.qemu.org/?p=qemu.git;a=commit;h=3c3ce981423e0d6c18af82ee62f1850c2cda5976,http://git.qemu.org/?p=qemu.git
qemu,9f8e9895c504149d7048e9fc5eb5cbb34b16e49a,CWE-119,CVE-2013-4541,,http://git.qemu.org/?p=qemu.git;a=commit;h=9f8e9895c504149d7048e9fc5eb5cbb34b16e49a,http://git.qemu.org/?p=qemu.git
qemu,5193be3be35f29a35bc465036cd64ad60d43385f,CWE-119,CVE-2013-4539,,http://git.qemu.org/?p=qemu.git;a=commit;h=5193be3be35f29a35bc465036cd64ad60d43385f,http://git.qemu.org/?p=qemu.git
qemu,ead7a57df37d2187813a121308213f41591bd811,CWE-119,CVE-2013-4538,,http://git.qemu.org/?p=qemu.git;a=commit;h=ead7a57df37d2187813a121308213f41591bd811,http://git.qemu.org/?p=qemu.git
qemu,a9c380db3b8c6af19546a68145c8d1438a09c92b,CWE-94,CVE-2013-4537,,http://git.qemu.org/?p=qemu.git;a=commit;h=a9c380db3b8c6af19546a68145c8d1438a09c92b,http://git.qemu.org/?p=qemu.git
qemu,36cf2a37132c7f01fa9adb5f95f5312b27742fd4,CWE-20,CVE-2013-4535,,http://git.qemu.org/?p=qemu.git;a=commit;h=36cf2a37132c7f01fa9adb5f95f5312b27742fd4,http://git.qemu.org/?p=qemu.git
qemu,caa881abe0e01f9931125a0977ec33c5343e4aa7,CWE-119,CVE-2013-4533,,http://git.qemu.org/?p=qemu.git;a=commit;h=caa881abe0e01f9931125a0977ec33c5343e4aa7,http://git.qemu.org/?p=qemu.git
qemu,73d963c0a75cb99c6aaa3f6f25e427aa0b35a02e,CWE-119,CVE-2013-4534,,http://git.qemu.org/?p=qemu.git;a=commit;h=73d963c0a75cb99c6aaa3f6f25e427aa0b35a02e,http://git.qemu.org/?p=qemu.git
linux,c7559663,CWE-200,CVE-2014-2038,,https://git.kernel.org/cgit/linux/kernel/git/torvalds/linux.git/commit/?id=c7559663,https://git.kernel.org/cgit/linux/kernel/git/torvalds/linux.git
gnutls,c8dcbedd1fdc312f5b1a70fcfbc1afe235d800cd,CWE-264,CVE-2009-5138,,https://gitorious.org/gnutls/gnutls/commit/c8dcbedd1fdc312f5b1a70fcfbc1afe235d800cd,https://gitorious.org/gnutls/gnutls
linux,3ef0eb0d,CWE-362,CVE-2014-0100,,http://git.kernel.org/cgit/linux/kernel/git/torvalds/linux.git/commit/?id=3ef0eb0d,http://git.kernel.org/cgit/linux/kernel/git/torvalds/linux.git
linux,24b9bf43e93e0edd89072da51cf1fab95fc69dec,CWE-362,CVE-2014-0100,,http://git.kernel.org/cgit/linux/kernel/git/torvalds/linux.git/commit/?id=24b9bf43e93e0edd89072da51cf1fab95fc69dec,http://git.kernel.org/cgit/linux/kernel/git/torvalds/linux.git
linux,bbd0d59809f9,CWE-476,CVE-2014-0101,,http://git.kernel.org/cgit/linux/kernel/git/torvalds/linux.git/commit/?id=bbd0d59809f9,http://git.kernel.org/cgit/linux/kernel/git/torvalds/linux.git
libssh,e99246246b4061f7e71463f8806b9dcad65affa0,CWE-310,CVE-2014-0017,,http://git.libssh.org/projects/libssh.git/commit/?id=e99246246b4061f7e71463f8806b9dcad65affa0,http://git.libssh.org/projects/libssh.git
file,447558595a3650db2886cd2f416ad0beba965801,CWE-119,CVE-2014-2270,,https://github.com/glensc/file/commit/447558595a3650db2886cd2f416ad0beba965801,https://github.com/glensc/file.git
php-src,a33759fd275b32ed0bbe89796fe2953b3cb0b41f,CWE-119,CVE-2014-2270,,http://git.php.net/?p=php-src.git;a=commitdiff;h=a33759fd275b32ed0bbe89796fe2953b3cb0b41f,http://git.php.net/?p=php-src.git
net,c88507fbad8055297c1d1e21e599f46960cbee39,CWE-119,CVE-2014-2309,,https://git.kernel.org/cgit/linux/kernel/git/davem/net.git/commit/?id=c88507fbad8055297c1d1e21e599f46960cbee39,https://git.kernel.org/cgit/linux/kernel/git/davem/net.git
node,fd80a31e0697d6317ce8c2d289575399f4e06d21,NVD-CWE-noinfo,CVE-2013-6668,,https://github.com/joyent/node/commit/fd80a31e0697d6317ce8c2d289575399f4e06d21,https://github.com/joyent/node.git
node,3122e0eae64c5ab494b29d0a9cadef902d93f1f9,NVD-CWE-noinfo,CVE-2013-6668,,https://github.com/joyent/node/commit/3122e0eae64c5ab494b29d0a9cadef902d93f1f9,https://github.com/joyent/node.git
php-src,cf4753691dc55999373d1c576f62ecb298723420,CWE-476,CVE-2014-2497,,http://git.php.net/?p=php-src.git;a=commit;h=cf4753691dc55999373d1c576f62ecb298723420,http://git.php.net/?p=php-src.git
qemu,9302e863aa8baa5d932fc078967050c055fa1a7f,CWE-369,CVE-2014-0142,,http://git.qemu.org/?p=qemu.git;a=commit;h=9302e863aa8baa5d932fc078967050c055fa1a7f,http://git.qemu.org/?p=qemu.git
qemu,8e53abbc20d08ae3ec30c2054e1161314ad9501d,CWE-369,CVE-2014-0142,,http://git.qemu.org/?p=qemu.git;a=commit;h=8e53abbc20d08ae3ec30c2054e1161314ad9501d,http://git.qemu.org/?p=qemu.git
qemu,1d7678dec4761acdc43439da6ceda41a703ba1a6,CWE-835,CVE-2014-0148,,http://git.qemu.org/?p=qemu.git;a=commit;h=1d7678dec4761acdc43439da6ceda41a703ba1a6,http://git.qemu.org/?p=qemu.git
qemu,11b128f4062dd7f89b14abc8877ff20d41b28be9,CWE-476,CVE-2014-0146,,http://git.qemu.org/?p=qemu.git;a=commit;h=11b128f4062dd7f89b14abc8877ff20d41b28be9,http://git.qemu.org/?p=qemu.git
qemu,b106ad9185f35fc4ad669555ad0e79e276083bd7,CWE-190,CVE-2014-0147,,http://git.qemu.org/?p=qemu.git;a=commit;h=b106ad9185f35fc4ad669555ad0e79e276083bd7,http://git.qemu.org/?p=qemu.git
qemu,246f65838d19db6db55bfb41117c35645a2c4789,CWE-190,CVE-2014-0147,,http://git.qemu.org/?p=qemu.git;a=commit;h=246f65838d19db6db55bfb41117c35645a2c4789,http://git.qemu.org/?p=qemu.git
qemu,c05e4667be91b46ab42b5a11babf8e84d476cc6b,CWE-119,CVE-2014-0145,,http://git.qemu.org/?p=qemu.git;a=commit;h=c05e4667be91b46ab42b5a11babf8e84d476cc6b,http://git.qemu.org/?p=qemu.git
qemu,f0dce23475b5af5da6b17b97c1765271307734b6,CWE-119,CVE-2014-0145,,http://git.qemu.org/?p=qemu.git;a=commit;h=f0dce23475b5af5da6b17b97c1765271307734b6,http://git.qemu.org/?p=qemu.git
qemu,c165f7758009a4f793c1fc19ebb69cf55313450b,CWE-119,CVE-2014-0145,,http://git.qemu.org/?p=qemu.git;a=commit;h=c165f7758009a4f793c1fc19ebb69cf55313450b,http://git.qemu.org/?p=qemu.git
net,36d5fe6a000790f56039afe26834265db0a3ad4c,CWE-416,CVE-2014-2568,,https://git.kernel.org/cgit/linux/kernel/git/davem/net.git/commit/?id=36d5fe6a000790f56039afe26834265db0a3ad4c,https://git.kernel.org/cgit/linux/kernel/git/davem/net.git
qemu,afbcc40bee4ef51731102d7d4b499ee12fc182e1,CWE-190,CVE-2014-0143,,http://git.qemu.org/?p=qemu.git;a=commit;h=afbcc40bee4ef51731102d7d4b499ee12fc182e1,http://git.qemu.org/?p=qemu.git
qemu,6a83f8b5bec6f59e56cc49bd49e4c3f8f805d56f,CWE-190,CVE-2014-0143,,http://git.qemu.org/?p=qemu.git;a=commit;h=6a83f8b5bec6f59e56cc49bd49e4c3f8f805d56f,http://git.qemu.org/?p=qemu.git
qemu,8f4754ede56e3f9ea3fd7207f4a7c4453e59285b,CWE-190,CVE-2014-0143,,http://git.qemu.org/?p=qemu.git;a=commit;h=8f4754ede56e3f9ea3fd7207f4a7c4453e59285b,http://git.qemu.org/?p=qemu.git
qemu,cab60de930684c33f67d4e32c7509b567f8c445b,CWE-190,CVE-2014-0143,,http://git.qemu.org/?p=qemu.git;a=commit;h=cab60de930684c33f67d4e32c7509b567f8c445b,http://git.qemu.org/?p=qemu.git
qemu,db8a31d11d6a60f48d6817530640d75aa72a9a2f,CWE-190,CVE-2014-0143,,http://git.qemu.org/?p=qemu.git;a=commit;h=db8a31d11d6a60f48d6817530640d75aa72a9a2f,http://git.qemu.org/?p=qemu.git
qemu,e3737b820b45e54b059656dc3f914f895ac7a88b,CWE-190,CVE-2014-0143,,http://git.qemu.org/?p=qemu.git;a=commit;h=e3737b820b45e54b059656dc3f914f895ac7a88b,http://git.qemu.org/?p=qemu.git
qemu,509a41bab5306181044b5fff02eadf96d9c8676a,CWE-190,CVE-2014-0143,,http://git.qemu.org/?p=qemu.git;a=commit;h=509a41bab5306181044b5fff02eadf96d9c8676a,http://git.qemu.org/?p=qemu.git
lftp,6357bed2583171b7515af6bb6585cf56d2117e3f,CWE-310,CVE-2014-0139,,https://github.com/lavv17/lftp/commit/6357bed2583171b7515af6bb6585cf56d2117e3f,https://github.com/lavv17/lftp.git
qemu,2d51c32c4b511db8bb9e58208f1e2c25e4c06c85,CWE-20,CVE-2014-0144,,http://git.qemu.org/?p=qemu.git;a=commit;h=2d51c32c4b511db8bb9e58208f1e2c25e4c06c85,http://git.qemu.org/?p=qemu.git
qemu,ce48f2f441ca98885267af6fd636a7cb804ee646,CWE-20,CVE-2014-0144,,http://git.qemu.org/?p=qemu.git;a=commit;h=ce48f2f441ca98885267af6fd636a7cb804ee646,http://git.qemu.org/?p=qemu.git
qemu,5dab2faddc8eaa1fb1abdbe2f502001fc13a1b21,CWE-20,CVE-2014-0144,,http://git.qemu.org/?p=qemu.git;a=commit;h=5dab2faddc8eaa1fb1abdbe2f502001fc13a1b21,http://git.qemu.org/?p=qemu.git
qemu,a1b3955c9415b1e767c130a2f59fee6aa28e575b,CWE-20,CVE-2014-0144,,http://git.qemu.org/?p=qemu.git;a=commit;h=a1b3955c9415b1e767c130a2f59fee6aa28e575b,http://git.qemu.org/?p=qemu.git
qemu,24342f2cae47d03911e346fe1e520b00dc2818e0,CWE-20,CVE-2014-0144,,http://git.qemu.org/?p=qemu.git;a=commit;h=24342f2cae47d03911e346fe1e520b00dc2818e0,http://git.qemu.org/?p=qemu.git
qemu,6d4b9e55fc625514a38d27cff4b9933f617fa7dc,CWE-20,CVE-2014-0144,,http://git.qemu.org/?p=qemu.git;a=commit;h=6d4b9e55fc625514a38d27cff4b9933f617fa7dc,http://git.qemu.org/?p=qemu.git
qemu,63fa06dc978f3669dbfd9443b33cde9e2a7f4b41,CWE-20,CVE-2014-0144,,http://git.qemu.org/?p=qemu.git;a=commit;h=63fa06dc978f3669dbfd9443b33cde9e2a7f4b41,http://git.qemu.org/?p=qemu.git
qemu,97f1c45c6f456572e5b504b8614e4a69e23b8e3a,CWE-20,CVE-2014-0144,,http://git.qemu.org/?p=qemu.git;a=commit;h=97f1c45c6f456572e5b504b8614e4a69e23b8e3a,http://git.qemu.org/?p=qemu.git
qemu,f56b9bc3ae20fc93815b34aa022be919941406ce,CWE-20,CVE-2014-0144,,http://git.qemu.org/?p=qemu.git;a=commit;h=f56b9bc3ae20fc93815b34aa022be919941406ce,http://git.qemu.org/?p=qemu.git
qemu,7b103b36d6ef3b11827c203d3a793bf7da50ecd6,CWE-20,CVE-2014-0144,,http://git.qemu.org/?p=qemu.git;a=commit;h=7b103b36d6ef3b11827c203d3a793bf7da50ecd6,http://git.qemu.org/?p=qemu.git
qemu,d65f97a82c4ed48374a764c769d4ba1ea9724e97,CWE-20,CVE-2014-0144,,http://git.qemu.org/?p=qemu.git;a=commit;h=d65f97a82c4ed48374a764c769d4ba1ea9724e97,http://git.qemu.org/?p=qemu.git
net-next,e9d8b2c2968499c1f96563e6522c56958d5a1d0d,CWE-399,CVE-2014-2580,,https://git.kernel.org/cgit/linux/kernel/git/davem/net-next.git/commit/?id=e9d8b2c2968499c1f96563e6522c56958d5a1d0d,https://git.kernel.org/cgit/linux/kernel/git/davem/net-next.git
linux-pam,9dcead87e6d7f66d34e7a56d11a30daca367dffb,CWE-22,CVE-2014-2583,,https://git.fedorahosted.org/cgit/linux-pam.git/commit/?id=9dcead87e6d7f66d34e7a56d11a30daca367dffb,https://git.fedorahosted.org/cgit/linux-pam.git
openssl,f9b6c0ba4c02497782f801e3c45688f3efaac55c,CWE-310,CVE-2014-0076,,https://github.com/openssl/openssl/commit/f9b6c0ba4c02497782f801e3c45688f3efaac55c,https://github.com/openssl/openssl.git
openssh-portable,7d6a9fb660c808882d064e152d6070ffc3844c3f,CWE-20,CVE-2014-2653,,https://github.com/openssh/openssh-portable/commit/7d6a9fb660c808882d064e152d6070ffc3844c3f,https://github.com/openssh/openssh-portable.git
kvm,5678de3f15010b9022ee45673f33bcfc71d47b60,CWE-20,CVE-2014-0155,,https://git.kernel.org/cgit/virt/kvm/kvm.git/commit/?id=5678de3f15010b9022ee45673f33bcfc71d47b60,https://git.kernel.org/cgit/virt/kvm/kvm.git
net-next,bf39b4247b8799935ea91d90db250ab608a58e50,CWE-476,CVE-2014-2678,,http://git.kernel.org/cgit/linux/kernel/git/davem/net-next.git/commit/net/rds/iw.c?id=bf39b4247b8799935ea91d90db250ab608a58e50,http://git.kernel.org/cgit/linux/kernel/git/davem/net-next.git
openssl,4817504,CWE-119,CVE-2014-0160,,http://git.openssl.org/gitweb/?p=openssl.git;a=commitdiff;h=4817504,http://git.openssl.org/gitweb/?p=openssl.git
openssl,96db902,CWE-119,CVE-2014-0160,,http://git.openssl.org/gitweb/?p=openssl.git;a=commitdiff;h=96db902,http://git.openssl.org/gitweb/?p=openssl.git
net,b04c46190219a4f845e46a459e3102137b7f6cac,CWE-416,CVE-2014-2851,,https://git.kernel.org/cgit/linux/kernel/git/davem/net.git/commit/?id=b04c46190219a4f845e46a459e3102137b7f6cac,https://git.kernel.org/cgit/linux/kernel/git/davem/net.git
openssl,94d1f4b,CWE-362,CVE-2010-5298,,https://git.openssl.org/gitweb/?p=openssl.git;a=commitdiff;h=94d1f4b,https://git.openssl.org/gitweb/?p=openssl.git
openssl,8671b89,CWE-362,CVE-2010-5298,,https://git.openssl.org/gitweb/?p=openssl.git;a=commitdiff;h=8671b89,https://git.openssl.org/gitweb/?p=openssl.git
rsync,0dedfbce2c1b851684ba658861fe9d620636c56a,CWE-20,CVE-2014-2855,,https://git.samba.org/?p=rsync.git;a=commitdiff;h=0dedfbce2c1b851684ba658861fe9d620636c56a,https://git.samba.org/rsync.git
qemu,940973ae0b45c9b6817bab8e4cf4df99a9ef83d7,CWE-189,CVE-2014-2894,,http://git.qemu.org/?p=qemu.git;a=commit;h=940973ae0b45c9b6817bab8e4cf4df99a9ef83d7,http://git.qemu.org/?p=qemu.git
qemu,a890a2f9137ac3cf5b607649e66a6f3a5512d8dc,CWE-119,CVE-2014-0182,,http://git.qemu.org/?p=qemu.git;a=commit;h=a890a2f9137ac3cf5b607649e66a6f3a5512d8dc,http://git.qemu.org/?p=qemu.git
libxml2,9cd1c3cfbd32655d60572c0a413e017260c854df,NVD-CWE-noinfo,CVE-2014-0191,,https://git.gnome.org/browse/libxml2/commit/?id=9cd1c3cfbd32655d60572c0a413e017260c854df,https://git.gnome.org/browse/libxml2
znc,8756be513ab6663dcd64087006b257ff34e8e487,None,None,,https://github.com/znc/znc/commit/8756be513ab6663dcd64087006b257ff34e8e487,https://github.com/znc/znc.git
openssl,b107586,CWE-476,CVE-2014-0198,,https://git.openssl.org/gitweb/?p=openssl.git;a=commitdiff;h=b107586,https://git.openssl.org/gitweb/?p=openssl.git
openssl,3ef477c,CWE-476,CVE-2014-0198,,https://git.openssl.org/gitweb/?p=openssl.git;a=commitdiff;h=3ef477c,https://git.openssl.org/gitweb/?p=openssl.git
tty,4291086b1f081b869c6d79e5b7441633dc3ace00,CWE-362,CVE-2014-0196,,https://git.kernel.org/cgit/linux/kernel/git/gregkh/tty.git/commit/?h=tty-linus&id=4291086b1f081b869c6d79e5b7441633dc3ace00,https://git.kernel.org/cgit/linux/kernel/git/gregkh/tty.git
linux,c56a00a165,CWE-362,CVE-2014-0196,,http://git.kernel.org/cgit/linux/kernel/git/torvalds/linux.git/commit/?id=c56a00a165,http://git.kernel.org/cgit/linux/kernel/git/torvalds/linux.git
net,90f62cf30a78721641e08737bda787552428061e,CWE-264,CVE-2014-0181,,https://git.kernel.org/cgit/linux/kernel/git/davem/net.git/commit/?id=90f62cf30a78721641e08737bda787552428061e,https://git.kernel.org/cgit/linux/kernel/git/davem/net.git
linux,f8567a3845ac,NVD-CWE-Other,CVE-2014-0206,,https://git.kernel.org/cgit/linux/kernel/git/torvalds/linux.git/commit/?id=f8567a3845ac,https://git.kernel.org/cgit/linux/kernel/git/torvalds/linux.git
linux,259e5e6c75a910f3b5e656151dc602f53f9d7548,CWE-264,CVE-2014-3215,,http://git.kernel.org/cgit/linux/kernel/git/torvalds/linux.git/commit/?id=259e5e6c75a910f3b5e656151dc602f53f9d7548,http://git.kernel.org/cgit/linux/kernel/git/torvalds/linux.git
linux,7b0d0b40cd78cadb525df760ee4cac151533c2b5,CWE-264,CVE-2014-3215,,http://git.kernel.org/cgit/linux/kernel/git/torvalds/linux.git/commit/?id=7b0d0b40cd78cadb525df760ee4cac151533c2b5,http://git.kernel.org/cgit/linux/kernel/git/torvalds/linux.git
samba,d77a74237e660dd2ce9f1e14b02635f8a2569653,CWE-20,CVE-2014-0244,,http://git.samba.org/?p=samba.git;a=commitdiff;h=d77a74237e660dd2ce9f1e14b02635f8a2569653,http://git.samba.org/?p=samba.git
sssd,0b6b4b7669b46d3d0b0ebefbc0e1621965444717,CWE-264,CVE-2014-0249,,https://git.fedorahosted.org/cgit/sssd.git/commit/?id=0b6b4b7669b46d3d0b0ebefbc0e1621965444717,https://git.fedorahosted.org/cgit/sssd.git
sssd,4da27d52078497c5c095f4a4cd9975fe5c83c330,CWE-264,CVE-2014-0249,,https://git.fedorahosted.org/cgit/sssd.git/commit/?id=4da27d52078497c5c095f4a4cd9975fe5c83c330,https://git.fedorahosted.org/cgit/sssd.git
sssd,191d7f7ce3de10d9e19eaa0a6ab3319bcd4ca95d,CWE-264,CVE-2014-0249,,https://git.fedorahosted.org/cgit/sssd.git/commit/?id=191d7f7ce3de10d9e19eaa0a6ab3319bcd4ca95d,https://git.fedorahosted.org/cgit/sssd.git
mod_wsgi,d9d5fea585b23991f76532a9b07de7fcd3b649f4,CWE-264,CVE-2014-0240,,https://github.com/GrahamDumpleton/mod_wsgi/commit/d9d5fea585b23991f76532a9b07de7fcd3b649f4,https://github.com/GrahamDumpleton/mod_wsgi.git
mod_wsgi,b0a149c1f5e569932325972e2e20176a42e43517,CWE-200,CVE-2014-0242,,https://github.com/GrahamDumpleton/mod_wsgi/commit/b0a149c1f5e569932325972e2e20176a42e43517,https://github.com/GrahamDumpleton/mod_wsgi.git
samba,392ec4d241eb19c812cd49ff73bd32b2b09d8533,CWE-20,CVE-2014-0239,,http://git.samba.org/?p=samba.git;a=commitdiff;h=392ec4d241eb19c812cd49ff73bd32b2b09d8533,http://git.samba.org/?p=samba.git
samba,30e724cbff1ecd90e5a676831902d1e41ec1b347,CWE-665,CVE-2014-0178,,http://git.samba.org/?p=samba.git;a=commitdiff;h=30e724cbff1ecd90e5a676831902d1e41ec1b347,http://git.samba.org/?p=samba.git
samba,eb50fb8f3bf670bd7d1cf8fd4368ef4a73083696,CWE-665,CVE-2014-0178,,http://git.samba.org/?p=samba.git;a=commitdiff;h=eb50fb8f3bf670bd7d1cf8fd4368ef4a73083696,http://git.samba.org/?p=samba.git
libtasn1,ff3b5c68cc32e30d19edbbc3a962b2266029f3cc,NVD-CWE-noinfo,CVE-2014-3467,,http://git.savannah.gnu.org/cgit/libtasn1.git/commit/?id=ff3b5c68cc32e30d19edbbc3a962b2266029f3cc,http://git.savannah.gnu.org/cgit/libtasn1.git
libtasn1,0e80d79db71747644394fe3472dad28cd3e7b00b,NVD-CWE-noinfo,CVE-2014-3467,,http://git.savannah.gnu.org/cgit/libtasn1.git/commit/?id=0e80d79db71747644394fe3472dad28cd3e7b00b,http://git.savannah.gnu.org/cgit/libtasn1.git
